"date","Emp","EmpEnd","EmpS","EmpTotal","EmpSpv","HirA","HirN","HirR","Sep","HirAEnd","SepBeg","HirAEndRepl","HirAEndR","SepBegR","HirAEndReplR","HirAS","HirNS","SepS","SepSnx","TurnOvrS","FrmJbGn","FrmJbLs","FrmJbC","FrmJbGnS","FrmJbLsS","FrmJbCS","EarnS","EarnBeg","EarnHirAS","EarnHirNS","EarnSepS","Payroll","sEmp","sEmpEnd","sEmpS","sEmpTotal","sEmpSpv","sHirA","sHirN","sHirR","sSep","sHirAEnd","sSepBeg","sHirAEndRepl","sHirAEndR","sSepBegR","sHirAEndReplR","sHirAS","sHirNS","sSepS","sSepSnx","sTurnOvrS","sFrmJbGn","sFrmJbLs","sFrmJbC","sFrmJbGnS","sFrmJbLsS","sFrmJbCS","sEarnS","sEarnBeg","sEarnHirAS","sEarnHirNS","sEarnSepS","sPayroll"
"2014-04-01",114707670.393023,115495577.431273,100915429.29502,136017291.178707,100502933.006615,21253879.6518599,18648208.2269703,2665394.25507323,20462212.1015516,14659249.9647379,13860670.7470307,8920631.89679112,0.126912341669817,0.120676455802935,0.0779840760449455,9616011.89751184,8508521.02465977,9276414.12056516,9314575.60304433,0.0939136426338688,5728636.85392612,4240043,712227.532003098,4217538.77324543,3892170.29608645,462254.69966488,4391.4281935784,4038.75915263661,2632.05413749196,2625.10277339528,2769.79582121178,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2014-07-01",115488407.039971,116200979.289122,101504509.767879,136785829.382154,100920013.434455,21258973.507118,18458955.5026761,2666456.01584416,20702141.238873,14615132.0435225,14054981.231222,8944444.08483009,0.126427007477843,0.1209124882331,0.0776983770698089,10040228.2056367,8966032.17012229,9218399.84540434,9425811.3056653,0.0951177716813278,5673399.362551,5203236,676262.968798786,4506316.50391374,3724488.18255281,538065.224283978,4428.86067834556,4069.34911544549,2642.68646816571,2648.33672395622,2782.22764873227,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2014-10-01",116196657.702605,117093729.994053,102037569.918344,137895475.811558,101501923.096726,21608547.1450287,18892554.0919877,2668731.45311309,20954355.4346901,15015970.7904577,14162002.5305481,9215419.8504753,0.129140969475129,0.121799974178391,0.0781102765900815,9971306.71181074,8948423.22727102,9401159.41459203,9566306.60625128,0.0957502671341239,5822967.78431562,5806190,647882.65532974,4385754.82801493,3828684.59177735,555057.426193464,4462.08966637804,4098.79209430679,2654.99585771689,2705.28474261241,2806.50714255733,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2015-01-01",117090545.623358,117557072.426291,102552363.298897,138762358.928292,102041526.038536,21785795.3856971,19073306.2144421,2691445.03695528,21290447.8322012,14924617.0685288,14516505.0723494,9275647.96354736,0.127217315515013,0.122838288482335,0.0791043081459213,10119844.2191172,9030202.92871679,9576974.28089111,9666451.39523911,0.0960109663113746,5638455.82621892,4775258,661733.028785195,4438890.35363912,3806127.72163435,556832.910743827,4488.2115322614,4120.17884312201,2658.86822029897,2665.98311059836,2871.97881017355,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2015-04-01",117554967.123386,118248116.494583,102985879.941945,139833175.824293,102556119.762146,22258370.3008118,19614829.9438913,2714564.10870094,21504104.4154888,15306667.9382869,14550801.3437405,9452933.64577397,0.13000351453061,0.123403143166062,0.0809302326781113,9986198.95960267,8889837.28771304,9738033.35574073,9766168.79217009,0.0962539166772985,5844466.49956913,4425316,638356.294515665,4279978.75488563,4033585.84114664,442277.14283737,4520.36888734678,4151.39423628075,2679.97329556425,2698.80919314883,2866.43458540294,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2015-07-01",118236310.153007,118876793.572751,103660686.003915,140601045.42255,102996983.912776,22313099.7485865,19478956.6396408,2720949.93852958,21719532.5151173,15219008.4447155,14586416.885172,9450900.51445827,0.128248041398351,0.124490877697665,0.0795319952312356,10419682.5795137,9340454.82157865,9646746.29351286,9861611.27224925,0.0969207715628854,5777494.71496859,5407100,480965.48808616,4580275.98173682,3845613.37809013,517994.191222128,4527.40525603304,4155.54456970626,2698.94681304934,2731.00982362867,2865.37715425004,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2015-10-01",118871310.881058,119484943.537579,103919748.567832,141867842.715561,103655742.371749,22857336.3095659,20040337.9609821,2756890.56225895,21865351.7232664,15569380.0943711,14809361.9985139,9797510.1800248,0.130971672723649,0.125867663844286,0.0821937069802955,10275443.444304,9253868.36541629,9915549.43121558,9803680.40574285,0.0967456903458698,5805989.66486088,6063484,579237.248774546,4381628.60395708,4039756.7513172,359626.141496989,4595.40066105555,4210.67877446475,2743.6414667419,2807.78563381776,2906.25584962711,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2016-01-01",119487170.626386,120083041.702889,104681105.849329,141923340.626791,103962491.815681,22282579.5446899,19605753.1115259,2741467.17397254,21844174.3125879,15165216.1353935,14665371.4111593,9520531.50815224,0.126701861520788,0.121668609252439,0.0788695900874215,10718073.7790606,9601466.63186561,9596954.92949178,9887723.72917804,0.0974992407440826,5734975.10017653,4746740,490747.906453072,4745192.69406932,3748635.94882922,1067748.19763857,4423.02867459423,4061.99835490748,2688.26140305396,2703.81356776404,2832.40550171164,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2016-04-01",120087242.942627,120523946.889398,105113574.240612,142662150.40684,104643812.199381,22596657.3297106,19926161.5456067,2761459.04324222,22156121.9607548,15357538.0236046,14871217.5053592,9692416.82498089,0.127155630856915,0.123199099890266,0.0809969605585089,10247188.7408665,9121207.89710703,9898942.51976659,9992976.46837123,0.0969466613134111,5659089.5960143,4474905,452097.963031352,4364104.41690452,4027832.34091122,361944.217758658,4619.67658932761,4241.35406856718,2711.4608713569,2752.98275019254,2898.31638717272,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2016-07-01",120523290.818268,120975957.242824,105253423.323246,143923157.567679,105127206.003935,23347075.5111998,20433276.1270579,2794810.28529519,22366770.1002727,15716043.8349151,15037677.1819163,9950342.0578372,0.130079105029087,0.124335221594808,0.0822609615347221,10200535.6511836,9174758.62389206,10083084.2234999,9935667.78566319,0.095945797851728,5781411.46571404,5625598,568856.235892121,4277634.14211355,4173763.82267154,304310.08812164,4677.1167716617,4287.00919865568,2764.98054626676,2788.17379226546,2957.89887220488,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2016-10-01",120936055.121449,121222075.151382,105955324.296481,143704185.701522,105243080.70771,22978499.0189728,20292567.0170725,2772890.32682917,22648279.6897492,15437297.5931476,15085109.4064339,9766833.13818441,0.127221343926948,0.12481587778301,0.0805942927012731,10453277.9231674,9382536.95003354,9896762.86286512,10035077.7730121,0.0966148560189427,5597259.26776022,6167863,401983.446697093,4577584.92535453,3998061.39670634,472627.249357045,4660.86834849408,4276.21216700872,2768.60184405851,2809.08253412452,2937.23843607369,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2017-01-01",121227980.162472,121905783.351718,106051008.138426,144821291.917893,105894431.182826,23320456.9425783,20346012.3338748,2803422.37001078,22752406.4843389,15730547.603038,15242643.5335714,9910135.16950455,0.130143302045294,0.125203899247355,0.0818921985652641,10223019.2102284,9157766.7115178,10039851.7840061,10073235.9901666,0.0960244490832914,5892132.27195637,4829894,530434.295374952,4263213.58536437,4110951.98329368,357808.692625403,4710.65232194138,4317.44307334675,2794.98268588087,2824.8675525492,2979.14361573717,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2017-04-01",121926592.005004,122370732.146728,106542088.671519,145211346.527267,106103555.051051,23322183.291274,20638673.5555165,2801044.92166402,22843523.5385733,15845994.1509679,15321024.6890572,10031596.9749823,0.129241037052959,0.125276905557735,0.0829988636282526,10664208.7272211,9492551.73113405,10091783.4674999,10030003.0255297,0.096421223448022,5806304.69605566,4604067,502132.651759845,4632548.99502298,4054530.91860438,434778.222684415,4756.8274759479,4360.91717350938,2857.40304062454,2862.65402967311,2987.79345707658,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2017-07-01",122371353.776264,122707937.371243,107091330.3023,145261148.204322,106546109.911774,23218677.8424415,20440655.6114643,2806066.92302008,22918180.3137719,15753085.4805912,15353610.4061744,9942352.47289151,0.128205001897754,0.125076209463595,0.0812347443674739,10459665.5836403,9368856.62827407,10129838.408485,10150817.2323596,0.0965691636284377,5718481.49085082,5687699,529679.087578085,4447343.87277557,4033843.55858976,377517.024701467,4808.63156022607,4404.69573675341,2867.85512478252,2898.02246763153,3027.0933625538,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2017-10-01",122657067.438748,123353731.577803,107389235.040941,146014285.539276,107077513.114311,23575209.1952519,20775807.6780782,2835268.35369748,23024921.6967675,16076202.4053096,15451619.7518207,10161943.0448738,0.130251006931289,0.125493190583251,0.082638297759082,10301426.0741857,9234552.69883132,10196781.2949941,10278829.5800781,0.0964508100712039,5831929.79279144,5990305,617586.775259184,4322098.46743961,4160802.40483969,306045.709756715,4858.7986988901,4452.85881444158,2898.02852583212,2917.70593076656,3082.26026718532,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2018-01-01",123364199.744563,123946446.223088,107784937.604607,147504066.349319,107446089.298628,23795504.1923811,20782614.7180737,2863254.69803001,23324209.5291289,16047220.76801,15629086.7425391,10278303.8639088,0.130181876568615,0.126075918967407,0.0829495421845687,10677044.4029542,9534869.84285843,10302585.2626042,10306487.9415,0.0972215653593959,5851969.51866768,4899596,580490.592613382,4483391.70138353,4113750.64824507,347783.756685247,4894.97396390517,4482.68055192606,2924.39351320864,2955.48978564346,3138.64695866622,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2018-04-01",123970970.698806,124514716.170141,108271173.882924,147970296.936591,107729155.981066,24058913.2952324,21340199.4459115,2866198.16043119,23401997.9311713,16329949.8790045,15687305.3108728,10384462.275078,0.131326555620914,0.126156791244411,0.0840467888928248,10827642.8364942,9638168.24181533,10307645.6402964,10341690.4161689,0.0979377638423337,5935158.22955995,4606938,553542.931883654,4590302.80403375,4091824.53947352,441503.001344437,4920.46477258278,4510.32681493617,2940.20415567263,2997.42030738605,3187.73821384623,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2018-07-01",124516903.86461,124874910.070247,108680829.476738,148174976.537332,108283648.550569,24053013.5040127,21156757.0703728,2886053.94896895,23558235.8566141,16305099.0595695,15838013.0315259,10335714.7282323,0.131042159140105,0.126572618157888,0.0831056913462346,10768405.8319188,9650043.07358867,10487176.1394047,10361858.6373368,0.0972079341859309,5875455.2311495,5818619,508716.457218599,4556181.07236919,4193226.23839539,408434.987810131,4967.07936446806,4553.81799845196,3002.73122757894,3024.22116735402,3153.33484837709,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2018-10-01",124802879.766565,125414837.346536,109166823.991991,148677602.562437,108672569.428432,23693490.0360683,20691365.8290536,2899694.54606266,23537903.6019371,16206078.1034587,15829141.2928999,10291484.6236574,0.129975454169604,0.125889548116488,0.0819579223544961,10754983.3325026,9726076.20808612,10213791.2460708,10424461.7726196,0.096985266961294,5935495.30431473,6199648,506349.327697575,4605521.53582077,4118749.44497444,425228.919324174,4949.82276985745,4533.78932317582,3076.99346085527,3080.87969512816,3169.29743531618,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2019-01-01",125432740.845022,125780495.093579,109530702.675638,149479667.342219,109121083.321437,24001272.8947673,21135718.3490739,2890646.69085451,23551393.3169059,16172932.0896011,15832948.1781672,10394556.8556496,0.12949184699907,0.125676979323188,0.0834497969358567,10827963.3187615,9639706.84343296,10550318.1034951,10464748.7506472,0.0973454567657241,5762475.9941606,5069626,449584.139371036,4535408.36707434,4154593.54910828,420017.506417393,5055.10475489005,4623.5154137591,3116.19949631914,3140.55863851492,3216.65021575976,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2019-04-01",125825797.437002,126336787.223946,110052670.651239,149965601.309734,109586296.055681,24276348.2448279,21459879.7911977,2909338.15537882,23611870.6273109,16475343.4148566,15858824.5446916,10427344.6371084,0.129510448657963,0.125545465554265,0.0831732941523697,10796188.8423283,9582218.77123723,10546193.234028,10436510.6626866,0.0969688882212233,6038584.36127082,4707795,457347.659098662,4476058.42503862,4264764.33152294,433443.344838307,5079.63982511706,4668.58625192736,3128.04737252643,3156.22910946748,3257.72758344319,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2019-07-01",126348725.208321,126533856.163783,110479656.355623,149981487.815156,110067298.70477,23736046.9488283,20652426.8588934,2900978.04007742,23702023.7177978,15975151.018484,15902269.9906753,10223325.7915907,0.126579533637922,0.125488011941234,0.0806025875509263,11042240.2504535,9885554.6056011,10328224.3506799,10481954.0087132,0.0963768881861361,5763801.47902345,5850959,243860.642603373,4789423.83448369,4070169.24327384,402001.033040394,5117.324342551,4688.16636688214,3190.53117241123,3155.49273416179,3258.81215339022,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2019-10-01",126415065.960976,127014556.917116,110619091.936908,150312722.462255,110444171.622391,23599272.2685386,20681064.2780403,2910253.07036076,23484327.5561886,16309481.372198,16029683.8241684,10299908.3520163,0.128952245624586,0.125435359358736,0.0808332464895459,10750197.3273184,9745143.03656838,10410295.3619594,16242789.9269274,0.119506920081671,6027911.51546986,6339828,292503.274893488,4578102.55556688,4289149.37804186,224128.432665467,5128.44376075984,4692.82020405003,3197.07698000315,3216.05744457683,2962.85488676718,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2020-01-01",127037434.277019,119184134.157477,104485774.107425,150961566.929149,110549840.101237,23517451.5141656,20738124.0968908,2889792.46020775,32379956.2050307,14160164.3504402,22614120.5771508,9852022.49001389,0.114910171261621,0.183673394076446,0.0786926067030639,9887412.76929002,8898426.53035353,16056457.2463305,10434874.6173194,0.0948671438982767,4423255.88523315,11908774,-7470477.15243155,3478772.10070503,10166675.9069185,-6024508.4818333,5409.36724676066,4737.08632445897,3376.06307753357,3434.09780985969,3136.08498836118,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2020-04-01",119250653.463174,114944689.857291,104885045.142537,135265215.79461,104553126.118116,16107204.8077272,14191492.7695706,2142699.98764153,20461929.5169975,10390343.7017315,14638681.5684196,6176873.86348352,0.089795150813728,0.125717891844377,0.0542263865138131,9900591.67061309,8820356.36264774,10387484.935265,9567459.04153319,0.095621693300199,4209212.84549968,7861125,-4550423.70344934,4611883.20887639,5012632.86900422,11985.7424869377,5121.25209704059,4709.82534756145,3113.14115672617,3139.04249063098,3086.03073026859,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2020-07-01",114970894.782243,117881089.189944,102235199.129333,137780380.640502,104922621.496432,22848398.78945,17712836.0744741,5271030.84077637,20571155.2784676,15882845.3929485,13069759.7357885,8087587.56401608,0.136183558888685,0.113782744648582,0.0716778333072625,7279362.56364029,6456531.11814452,9706105.63622952,9404890.58190298,0.0795657593494473,7788074.7523687,5013700,2377195.49011726,3434542.81477206,5798216.01645017,-2505588.5274315,5512.89030343388,5102.15202137259,3384.88173535844,3417.011101818,3509.9460955289,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2020-10-01",117742066.631026,119826161.55571,103401832.32203,141884634.59654,102194587.472627,23744124.6768005,19942966.2047318,3867506.60830632,21416113.0465315,16451936.7333159,14458057.641992,9566010.40031908,0.137843578999798,0.119454959108274,0.0797099510470897,10898856.0345796,8506371.76001834,9236154.80840878,9304658.52552024,0.0996047281067546,6909972.62574262,5644613,1977527.05595196,5531734.83471983,3989499.30649149,1526566.36500528,5674.79693123777,5226.53532961708,3210.65792635235,3407.09367185145,3812.65670691214,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2021-01-01",119837455.69948,120881176.128244,104608310.006833,142806874.372987,103412195.779029,23072976.4172947,19997826.5331095,2976450.79204962,21788394.7754896,15483823.4444988,14587904.6000682,9446012.75258375,0.12874746779707,0.119941791049446,0.077716970132577,11255123.8097788,9480273.50927361,9312817.58991201,10580528.9058413,0.101464643647795,6042344.64780562,4720964,1603291.09816853,5445612.08417236,3397986.27501685,1459072.14424328,5639.09455146144,5177.49099891171,3412.46834567971,3429.90805097793,3661.93956143749,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2021-04-01",120935768.609996,122465444.457897,105251461.717936,146178961.948077,104573106.348717,25468252.5815767,22471101.7909484,2969080.16087023,24010369.9362046,17373410.6800814,15762102.5898364,10481403.1124809,0.143185042238585,0.131042458198376,0.0872608816440205,10159613.8655675,8767518.35630281,10586232.4970742,10696697.7878461,0.101739713361033,6882395.07600604,4665644,1622535.54945975,4335380.51771075,4784425.34866974,36865.4092811607,5820.05267492753,5335.88004941793,3591.13270634601,3714.02684162972,3746.82639843538,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2021-07-01",122519877.150857,124552789.799487,106570119.498418,149226913.617871,105280713.822852,26828438.0351946,23822431.3122609,2924511.62344379,24642759.9531237,18317565.4841834,15929953.8639581,11031550.384442,0.147815503898548,0.131908555266889,0.0887446571028093,11958058.2262,10482302.8775843,10742599.6647801,10814505.0108133,0.105349331340525,7271722.24251629,5400093,1698147.14369054,5497718.70059944,4294233.87693346,1360457.17814439,5841.58638785848,5331.2657269903,3473.03102574892,3554.57029668683,3811.51678317004,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2021-10-01",124437711.778528,126179224.563796,107543037.895912,152228274.576418,106547960.921626,27371218.9719297,24582056.2651988,2932367.79808697,25336152.2215678,18849901.7111629,17010700.2961322,11775982.9369243,0.149746897966107,0.133216456892568,0.0930809350123222,12481547.2823379,11349809.8158393,11030306.9853332,10915022.4245366,0.108934009445968,7100381.36314055,6209075,1642453.50744985,5519123.17363306,4266581.78766168,1417346.75863582,6034.72356151669,5499.96952137467,3747.79214451504,3801.18932380632,4000.38107314921,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2022-01-01",126164158.075578,127686392.18639,109207154.160467,153141821.886201,107505718.157354,26901679.7121732,23810235.2339437,2925065.78672684,25571904.1433268,18038883.8661823,16986181.4638666,11330333.6694171,0.143690922071964,0.133138190320978,0.090030226690556,12955815.6335288,11763062.6259816,10884364.0273995,11148018.0188489,0.109896138133833,6729520.79111232,4897748,1531377.2390905,6048450.91653092,3766965.61862337,1453915.11544227,6072.23495821932,5528.49908103464,3874.10199756288,3869.20908925984,4093.54633608726,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2022-04-01",127744938.172998,128796655.992048,110650950.300773,154286615.191685,109224412.877237,26871584.3914699,24048565.815424,2910321.48153665,25542600.0621183,18133869.2825192,16961627.521669,11350590.0354423,0.141437587126818,0.131989632735453,0.089303549929627,12259243.9202382,10962672.2580044,11254502.3178568,11118333.2385585,0.106473291716197,6756507.0687058,4975459,1255399.00748983,5248327.12656699,4238199.11728302,1440835.02152003,6068.97737301884,5542.62781071479,3946.41117329937,4001.81758477494,4032.07833083907,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2022-07-01",128810189.085471,129763387.171251,111753260.526324,155536102.562526,110659142.527548,26832590.7390949,23739305.5429689,2981562.93954714,25368618.2038371,18064988.0803455,16778565.0206614,11454036.4356246,0.139705488303507,0.130357823649462,0.0878904387241292,12300852.7600033,11106270.1761514,11226850.4278026,10940600.8867263,0.103193839080948,6604903.26811997,5869541,933742.937723495,5358870.38508102,4290374.02199582,1415927.55540578,6155.49351254112,5618.67597360014,4025.82743899163,4105.5239750599,4023.93567256902,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2022-10-01",129669471.723981,130192458.372275,113160751.439019,154035310.139542,111732746.631192,24304778.3598067,21609693.4402575,2930485.38730223,24587456.6988419,17211349.5627771,16670778.8259859,10982765.2585485,0.132102952928451,0.127986712202042,0.084348937066872,12294440.6414564,11207691.9873395,10799025.1742648,10906665.9313271,0.10194701237596,6128735.88709705,6478160,673335.694371582,5537061.29794388,4208648.62371191,1404227.71291082,6094.69942405833,5590.84816547005,4004.45924562793,4041.99032125966,3967.57386165731,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2023-01-01",130197642.498478,131008499.759218,113672100.396034,156009277.276495,113146570.90619,25370598.4338625,22091060.6610309,2923623.57545926,24286546.598787,16996538.8473437,16473164.8917048,10815313.3061257,0.131292777187633,0.126031908464296,0.0826602489821044,11582740.7376444,10426343.5916194,11034344.5446409,10693838.6609782,0.0984883607206863,6332780.31769391,5165811,577577.386890468,4963699.9040056,4358922.80648627,31008.1004864861,6231.88140131707,5708.93933186312,4005.734276378,4018.69333056192,4037.37205150927,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2023-04-01",131075528.404848,131169690.516283,114714323.152067,154993468.669273,113746396.19675,24254168.9231652,21503406.8880739,2909077.41734191,23738062.3804177,16531615.2964543,16284452.4701051,10383514.9419162,0.125523974657863,0.124388545624746,0.0796857362697472,11762521.4466266,10469127.2457746,10882644.4813256,10568043.4266136,0.0970380933213501,6111073.69332995,5281133,311139.916599771,5238487.07309381,4324474.8346324,1377477.38713069,6240.73948458958,5740.00920056842,3873.25791661584,3922.83982070414,4141.766560895,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"2023-07-01",131192782.240851,131346680.882066,115466335.122724,154023006.690612,114804057.525196,23222132.2997386,20466485.9956539,2869925.34262784,23229334.6234487,16201303.8686768,16083238.6301663,10162952.1124258,0.122959654713803,0.122203394963152,0.0787244260799115,11179356.0485273,9984242.84402573,10820723.3022391,NA,NA,5927918.13858952,6020256,168581.944586438,4828138.64646577,4359010.57765258,586618.439538435,6323.22829785971,5811.36652230288,3856.06988461594,3898.02963101028,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,6,6,6,6,6,6,6,6,6,6,-1,5
"2023-10-01",131263603.451068,NA,NA,153592750.733149,NA,22274852.8834276,19505921.4440423,2883890.66867113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5824.4854197604,NA,NA,NA,NA,6,-1,-1,6,-1,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,5
